REPORT_NUMBER,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,NRC_RPT_NUM,NRC_RPT_DATETIME,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,INJURY_IND,ONSHORE_STATE_ABBREVIATION,ONSHORE_POSTAL_CODE,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,PIPE_FAC_NAME,ITEM_INVOLVED,INSTALLATION_YEAR,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,AMOUNT_RELEASED,REL_WATER_NAME,COMMODITY_REACHED_HCA,COMMERCIALLY_NAV_IND,HIGH_POP_IND,OTHER_POP_IND,USA_DRINKING_IND,USA_ECOLOGICAL_IND,PRPTY,CAUSE,CAUSE_DETAILS,PREPARER_EMAIL,AUTHORIZER_EMAIL,DOMAIN
20100111,31684,CONOCOPHILLIPS,5/16/10 6:45,33.07358,-98.58654,,,CRUDE OIL,,3,0,2,NO,NO,TX,76450-4299,GRAHAM,YOUNG,GRAHAM STATION,VALVE,,,YES,NO,YES,NO,,,,,,,,,YES,,,,YES,,23575,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,jeff.blatchford@conocophillips.com,todd.l.tullio@conocophillips.com,conocophillips.com
20100109,31174,"SHELL PIPELINE CO., L.P.",5/16/10 2:30,30.0119001,-90.8508001,940336,5/16/10 5:20,CRUDE OIL,,125,0,125,NO,NO,LA,70086,ST. JAMES,ASSUMPTION,SUGARLAND TANK FARM,TANK/VESSEL,1979,NO,YES,NO,NO,NO,,,,,,,,,YES,,,,YES,,1879337,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,richard.klasen@shell.com,brian.sitterly@shell.com,shell.com
20100112,300,"PLAINS PIPELINE, L.P.",5/16/10 0:00,31.42962,-102.380665,,,CRUDE OIL,,9,0,9,NO,NO,TX,79731,CRANE,CRANE,CRANE WEST,TUBING,1988,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,11375,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,hltuggle@paalp.com,jrjanak@paalp.com,paalp.com
20100108,31555,KINDER MORGAN CO2 CO. LP,5/12/10 10:10,32.47042,-102.46394,,,CO2 (CARBON DIOXIDE),,0.53,0,0,NO,NO,TX,79323,DENVER CITY,GAINES COUNTY,CENTRAL BASIN PIPELINE,VALVE,,,NO,NO,,NO,,,,,,,,,NO,,,,,,823,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,april_zapien@kindermorgan.com,juan_jones@kindermorgan.com,kindermorgan.com
20100092,30829,"TEPPCO CRUDE PIPELINE, LLC",5/10/10 18:00,32.611,-103.0763,,,CRUDE OIL,,2,,0.48,NO,NO,NM,88240,HOBBS,LEA,HOBBS TO MIDLAND,PIPE,1959,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,51100,CORROSION FAILURE,EXTERNAL CORROSION,jpstout@eprod.com,No Email Address,eprod.com
20100086,31570,TESORO - HIGH PLAINS PIPELINE COMPANY,5/10/10 8:00,48.39475,-102.9138,,,CRUDE OIL,,40,0,40,NO,NO,ND,58852,TIOGA,WILLIAMS COUNTY,TIOGA HIGH PLAINS PIPELINE,TUBING,,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,5100,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,aaron.w.martinez@tsocorp.com,bernadette.m.frieh@tsocorp.com,tsocorp.com
20100105,26125,CALNEV PIPELINE CO,5/7/10 13:00,36.253344,-115.045311,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",5.75,0,5.75,NO,NO,NV,89115,LAS VEGAS,CLARK,LAS VEGAS TERMINAL,PIPE,1961,NO,YES,YES,YES,NO,,,,,,,,,YES,,,,YES,,39518,CORROSION FAILURE,EXTERNAL CORROSION,steve_marositz@kindermorgan.com,buzz_fant@kindermorgan.com,kindermorgan.com
20100104,26134,EXXONMOBIL OIL CORP - WEST COAST,5/4/10 22:10,33.735001,-118.27167,939160,5/4/10 23:17,CRUDE OIL,,2,0,2,NO,NO,CA,90731,SAN  PEDRO  CALIFORNIA,LOS ANGELES,SOUTHWESTERN TERMINAL AREA 1,PUMP,,,,,,NO,,,,,,,,,YES,,YES,,YES,YES,18375,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,larry.e.hawthorne@exxonmobil.com,mark.d.weesner@exxonmobil.com,exxonmobil.com
20100073,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",4/30/10 7:00,29.91232,-94.01006,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),1,,0.95,NO,NO,TX,77640,PORT ARTHUR,JEFFERSON,NORTH PORT ARTHUR TERMINAL,OTHER,,,,,,NO,,,,,,,,,NO,,,,,,1800,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",jcmorton@eprod.com,jcmorton@eprod.com,eprod.com
20100099,1845,"BUCKEYE PARTNERS, LP",4/29/10 17:20,40.6054,-74.2383,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0.71,0,0.71,NO,NO,NJ,7036,LINDEN,UNION,LINDEN STATION,PUMP,,,,,,NO,,,,,,,,,YES,,YES,,YES,,23607,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,jreinbold@buckeye.com,jreinbold@buckeye.com,buckeye.com
20100095,32109,ONEOK NGL PIPELINE LP,4/29/10 9:55,37.81654,-97.02048,938543,4/29/10 11:00,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,770,606,0,NO,NO,KS,67144,TOWANDA,BUTLER,EL DORADO 6 INCH,PIPE,1968,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,,,93627,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,neal.jones@oneok.com,neal.jones@oneok.com,oneok.com
20100098,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",4/28/10 12:55,42.45589,-95.32798,,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,0.36,0.05,0,NO,NO,IA,51053,SCHALLER,IDA,WHITING TO EARLY SEGMENT,PIPE,1968,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,32030,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",kenneth.lybarger@magellanlp.com,kenneth.lybarger@magellanlp.com,magellanlp.com
20100089,31174,"SHELL PIPELINE CO., L.P.",4/28/10 12:00,29.7268,-95.141,938462,4/28/10 13:17,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.6,0,0,NO,NO,TX,77506,PASADENA,HARRIS,COLEX WEST TANK FARM,PIPE,,,,,,NO,,,,,,,,,YES,,,YES,,,4575,CORROSION FAILURE,INTERNAL CORROSION,richard.klasen@shell.com,brian.sitterly@shell.com,shell.com
20100067,30003,HOUSTON REFINING LP.,4/27/10 14:00,29.7169,-95.2364,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.25,,0.15,NO,NO,TX,77017,HOUSTON,HARRIS,HOUSTON REFINING LP,"WELD, INCLUDING HEAT-AFFECTED ZONE",1979,NO,YES,NO,YES,NO,,,,,,,,,YES,,,,YES,,78188,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",william.vanderbrink@lyondellbasell.com,william.vanderbrink@lyondellbasell.com,lyondellbasell.com
20100088,2552,COLONIAL PIPELINE CO,4/26/10 12:00,33.85651,-84.62941,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),3,0,3,NO,NO,GA,30106,AUSTELL,COBB,ATLANTA JUNCTION,SUMP/SEPARATOR,,,,,,NO,,,,,,,,,YES,,YES,,,,28880,CORROSION FAILURE,EXTERNAL CORROSION,ataylor@colpipe.com,ataylor@colpipe.com,colpipe.com
20100094,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",4/26/10 10:35,38.47623,-97.72254,938203,4/26/10 14:42,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,2,0,0,NO,NO,KS,67460,MCPHERSON,MCPHERSON,AMMONIA LINE WEST LEG,STOPPLE FITTING,1996,NO,YES,YES,YES,NO,,,,,,,,,YES,,,,YES,,117653,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,ken.lybarger@magellanlp.com,ken.lybarger@magellanlp.com,magellanlp.com
20100096,2731,CHEVRON PIPE LINE CO,4/26/10 10:18,42.51862,-114.27034,968984,3/2/11 14:44,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",22,0,21,NO,NO,ID,83334,TWIN FALLS,HANSEN,SALT LAKE PRODUCTS,PIPE,1951,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,92856,CORROSION FAILURE,EXTERNAL CORROSION,llmw@chevron.com,garysaenz@chevron.com,chevron.com
20100074,22610,"MAGELLAN PIPELINE COMPANY, LP",4/26/10 9:15,38.88188,-94.74432,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,1,0,0.25,NO,NO,KS,66062,OLATHE,JOHNSON,OLATHE PUMP STATION,TANK/VESSEL,2003,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,13110,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,ken.lybarger@magellanlp.com,ken.lybarger@magellanlp.com,magellanlp.com
20100078,32147,MARATHON PIPE LINE LLC,4/25/10 9:00,41.80708,-83.60071,938107,4/25/10 13:43,CRUDE OIL,,91,0,79,NO,NO,MI,48116,SAMARIA,MONROE,"SAMARIA - DETROIT 16"" CRUDE",INSTRUMENTATION,2008,YES,YES,NO,YES,YES,,YES,,,,,0.5,UNNAMED TRIBUTARY TO CONE CREEK.,NO,,,,,,1103967,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,rlschroeder@marathonpetroleum.com,rwbishop@marathonpetroleum.com,marathonpetroleum.com
20100079,32147,MARATHON PIPE LINE LLC,4/24/10 19:30,30.70863,-91.27566,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),13,0,13,NO,NO,LA,70748,JACKSON,EAST FELICIANA,"GARYVILLE TO ZACHARY 20"" - ZACHARY STATION",AUXILIARY PIPING (E.G. DRAIN LINES),1977,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,47284,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",rlschroeder@marathonpetroleum.com,rwbishop@marathonpetroleum.com,marathonpetroleum.com
20100083,31618,ENTERPRISE PRODUCTS OPERATING LLC,4/23/10 16:32,38.98742,-97.4042,937993,4/23/10 19:05,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,1669,0,10,NO,NO,KS,67480,SOLOMON,OTTAWA,WEST LEG RED LINE,PIPE,1969,YES,YES,YES,YES,YES,,YES,,,,,1659,COLE CREEK,NO,,,,,,575409,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,jsterrett@eprod.com,jsterrett@eprod.com,eprod.com
20100085,22610,"MAGELLAN PIPELINE COMPANY, LP",4/20/10 14:56,44.000221,-93.782668,937639,4/20/10 15:16,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),25,0,25,NO,NO,MN,56078,PEMBERTON,BLUE EARTH,"#3-6"" MASON CITY TO MANKATO LINE",OTHER,1991,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,142675,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,kenneth.lybarger@magellanlp.com,kenneth.lybarger@magellanlp.com,magellanlp.com
20100081,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",4/17/10 19:00,47.31006,-93.73207,937360,4/17/10 19:51,CRUDE OIL,,5,0,4,NO,NO,MN,56636,DEER RIVER,ITASCA,LINE 2,PIPE,1959,YES,YES,NO,YES,YES,,YES,YES,,,,5,UNNAMED CREEK/FLOWAGE,YES,,,,,YES,966350,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),stacy.soine@enbridge.com,ron.carlberg@enbridge.com,enbridge.com
20100149,22855,"KOCH PIPELINE COMPANY, L.P.",4/16/10 9:35,28.279502,-97.29544,,,CRUDE OIL,,0.12,0,0,NO,NO,TX,78377,REFUGIO,REFUGIO,REFUGIO PUMP STATION,PUMP,,NO,YES,,,NO,,,,,,,,,NO,,,,,,2509,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,carol.klusener@kochpipeline.com,carol.klusener@kochpipeline.com,kochpipeline.com
20100068,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",4/16/10 8:14,36.5746,-90.1886,937263,4/16/10 14:00,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0.98,0,0.98,NO,NO,MO,63961,QULIN,BUTLER,,VALVE,,,,,,NO,,,,,,,,,NO,,,,,,5000,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,jcmorton@eprod.com,jcmorton@eprod.com,eprod.com
20100080,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,4/15/10 20:25,29.99763,-94.07668,937200,4/15/10 21:05,CRUDE OIL,,15,0,15,NO,NO,TX,77705-9294,BEAUMONT,JEFFERSON,LUCAS STATION,PIPE,,NO,YES,NO,YES,NO,,,,,,,,,YES,,,YES,YES,,20300,CORROSION FAILURE,INTERNAL CORROSION,james.trevino@valero.com,james.trevino@valero.com,valero.com
20100076,4906,EXXONMOBIL PIPELINE CO,4/14/10 11:30,32.47413,-94.7185,,,CRUDE OIL,,0.84,0,0.84,NO,NO,TX,75602,LONGVIEW,"GREGG  COUNTY, TEXAS",LONGVIEW  PIPELINE STATION- LINE CODE 2942127,PIPE,,,,,,NO,,,,,,,,,YES,,YES,,,,5086,CORROSION FAILURE,INTERNAL CORROSION,larry.e.hawthorne@exxonmobil.com,mark.d.weesner@exxonmobil.com,exxonmobil.com
20100077,4805,EXPLORER PIPELINE CO,4/13/10 12:25,29.90083,-94.00556,939995,5/12/10 17:10,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.1,0,0.1,NO,NO,TX,77640,PORT ARTHUR,JEFFERSON,PORT ARTHUR TANK FARM,VALVE,2010,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,YES,,102969,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,kbrown@expl.com,jsieck@expl.com,expl.com
20100070,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",4/13/10 12:01,39.02601,-85.85146,936944,4/13/10 15:43,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0.01,,0.01,NO,YES,IN,47274,SEYMOUR,JACKSON,P35 PUMP STATION,VALVE,,NO,NO,NO,NO,NO,,,,,,,,,YES,,,,YES,,35229,INCORRECT OPERATION,OTHER INCORRECT OPERATION,jcmorton@eprod.com,jcmorton@eprod.com,eprod.com
20100069,15674,PLANTATION PIPE LINE CO,4/12/10 16:36,35.76698,-84.36458,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),4.76,,4.76,NO,NO,TN,37774,LOUDON,LOUDON,LOUDON PUMPING STATION,PUMP,,,,,,NO,,,,,,,,,YES,,,YES,,,31019,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,quintin_frazier@kindermorgan.com,quintin_frazier@kindermorgan.com,kindermorgan.com
20100075,18718,SUNOCO PIPELINE L.P.,4/10/10 18:40,35.86572,-97.62111,936700,4/10/10 20:33,CRUDE OIL,,0.02,,0,NO,NO,OK,73016,CASHION,LOGAN COUNTY,"NOBLE 8""",PIPE,,NO,NO,NO,NO,YES,,YES,,,,,0.02,PAWNEE CREEK,NO,,,,,,167904,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",kdborn@sunocologistics.com,kdborn@sunocologistics.com,sunocologistics.com
20100062,300,"PLAINS PIPELINE, L.P.",4/9/10 14:00,32.5375,-100.8377,,,CRUDE OIL,,0.36,0,0.36,NO,NO,TX,79526,HERMLEIGH,SCURRY,COLORADO CITY STATION,TANK/VESSEL,,,,,,NO,,,,,,,,,NO,,,,,,1780,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,hltuggle@paalp.com,jrjanak@paalp.com,paalp.com
20100064,31684,CONOCOPHILLIPS,4/8/10 18:58,38.63064,-93.39656,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.24,0,0.07,NO,NO,MO,65332,GREEN RIDGE,PETTIS,"GD-03, GOLD LINE",AUXILIARY PIPING (E.G. DRAIN LINES),,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,27,NATURAL FORCE DAMAGE,TEMPERATURE,jeff.blatchford@p66.com,todd.l.tullio@p66.com,p66.com
20100060,22610,"MAGELLAN PIPELINE COMPANY, LP",4/7/10 10:45,32.06374,-97.81895,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.71,0,0.71,NO,NO,TX,76690,WALNUT SPRINGS,BOSQUE,,PIPE,,,YES,,,NO,,,,,,,,,NO,,,,,,36590,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",,deaundra.chancellor@magellanlp.com,
20100028,2730,CHEVRON PRODUCTS COMPANY,4/7/10 1:46,38.1337,-85.5012,936407,4/7/10 3:34,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",4,0,4,NO,NO,KY,40211,LOUISVILLE,JEFFERSON,,PUMP,2010,NO,,NO,NO,NO,,,,,,,,,NO,,,,,,100504,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,tost@chevron.com,tost@chevron.com,chevron.com
20100066,2731,CHEVRON PIPE LINE CO,4/5/10 23:45,29.2564,-89.1883,936259,4/6/10 11:31,CRUDE OIL,,400,,185,NO,NO,LA,70091,VENICE,PLAQUEMINE,"CYPRESS 10"" CRUDE PIPELINE",PIPE,1964,NO,YES,YES,YES,YES,,YES,,,,,400,MISSISSIPPI DELTA,NO,,,,,,13933600,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,paul.falgout@chevron.com,paul.falgout@chevron.com,chevron.com
20100065,18718,SUNOCO PIPELINE L.P.,4/5/10 23:00,35.42148,-96.14583,,,CRUDE OIL,,3,,3,NO,NO,OK,74880,PHAROAH,OKFUSKEE,BAD CREEK STATION,PUMP,,,,,,NO,,,,,,,,,NO,,,,,,7815,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,kdborn@sunocologistics.com,kdborn@sunocologistics.com,sunocologistics.com
20110155,32483,"BRIDGER LAKE, LLC",4/5/10 9:10,41.184974,-110.410612,936679,4/10/10 13:19,CRUDE OIL,,0,0,0,NO,NO,WY,82994,ROBERTSON,UINTA,BRIDGER LAKE,PIPE,1968,NO,YES,YES,YES,NO,,,,,,,,,NO,,,,,,4000000,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,karen@bridgergroup.com,jrois@brodgergroup.com,bridgergroup.com
20100056,22610,"MAGELLAN PIPELINE COMPANY, LP",4/5/10 7:55,36.13252,-96.02906,,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.12,0,0.12,NO,NO,OK,74121,TULSA,TULSA,WEST TULSA TERMINAL,RELIEF LINE,,,,,,NO,,,,,,,,,NO,,,,,,8012,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,,deaundra.chancellor@magellanlp.com,
20100063,31720,KINDER MORGAN PIPELINES (USA) INC,4/3/10 14:55,39.64343,-94.61827,936040,4/3/10 15:45,CRUDE OIL,,20,,20,NO,NO,MO,64503,GOWER,BUCHANAN,PLATTE PIPE LINE CO.,PIPE,1999,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,189240,CORROSION FAILURE,INTERNAL CORROSION,bill_kearney@kindermorgan.com,bill_kearney@kindermorgan.com,kindermorgan.com
20100052,2552,COLONIAL PIPELINE CO,3/31/10 9:00,37.15778,-78.835,938640,4/30/10 11:20,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),1.2,0,1.2,NO,NO,VA,23923,CHARLOTTE COURTHOUSE,CHARLOTTE,HANCOCK STATION,AUXILIARY PIPING (E.G. DRAIN LINES),,NO,YES,YES,NO,YES,,,YES,,,,0.9,NONE,NO,,,,,,123396,NATURAL FORCE DAMAGE,TEMPERATURE,ataylor@colpipe.com,ataylor@colpipe.com,colpipe.com
20100058,31618,ENTERPRISE PRODUCTS OPERATING LLC,3/30/10 14:00,39.46308,-92.87136,935615,3/30/10 15:40,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,656,0,0,NO,NO,MO,65281,SALISBURY,CHARITON,EAST LEG BLUE LINE,PIPE,1960,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,110600,NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS",jkohler@eprod.com,jkohler@eprod.com,eprod.com
20100059,1845,"BUCKEYE PARTNERS, LP",3/29/10 18:45,41.1784,-87.8504,935510,3/29/10 20:30,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),40,,40,NO,NO,IL,60914,BOURBONNAIS,KANKAKEE,,PIPE,1952,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,115290,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,hsandler@buckeye.com,jreinbold@buckeye.com,buckeye.com
20100055,31684,CONOCOPHILLIPS,3/29/10 10:15,30.15957,-93.33989,,,CRUDE OIL,,0.6,,0.6,NO,NO,LA,70665,SULPHUR,CALCASIEU,CLIFTON RIDGE,SCRAPER/PIG TRAP,,,,,,NO,,,,,,,,,YES,,,,YES,,16130,CORROSION FAILURE,INTERNAL CORROSION,m.todd.fuksa@conocophillips.com,todd.l.tullio@conocophillips.com,conocophillips.com
20100097,5320,PROGRESS ENERGY,3/27/10 22:30,27.86028,-82.59958,935337,3/28/10 9:03,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,286,,191,NO,NO,FL,33702,ST PETERSBURG,PINELLAS,BARTOW ANCLOTE PIPELINE,OTHER,2005,NO,YES,NO,YES,NO,,,,,,,,,YES,,,YES,,,437000,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,richard.frohnerath@pgnmail.com,reginald.anderson@pgnmail.com,pgnmail.com
20100027,31684,CONOCOPHILLIPS,3/26/10 13:50,35.68463,-101.35898,,,CRUDE OIL,,0.71,0,0.6,NO,NO,TX,79007,BORGER,,"LO-01, LINE O",SCRAPER/PIG TRAP,,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,30058,INCORRECT OPERATION,OTHER INCORRECT OPERATION,todd.l.tullio@conocophillips.com,todd.l.tullio@conocophillips.com,conocophillips.com
20100045,31563,"WHITECAP PIPE LINE COMPANY, L.L.C.",3/25/10 17:36,28.68555,-91.04555,935149,3/25/10 17:36,CRUDE OIL,,5.7,0,0,NO,NO,,,,,,PIPE,1968,NO,NO,NO,NO,YES,YES,,,,,,5.7,GULF OF MEXICO,NO,,,,,,2201260,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,henryleger@chevron.com,henryleger@chevron.com,chevron.com
20100054,18779,"SUNOCO, INC (R&M)",3/25/10 13:42,39.91934,-75.20447,935112,3/25/10 15:20,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,1700,0,1699,NO,NO,PA,19145,PHILADELPHIA,PHILADELPHIA,PHILADELPHIA REFINERY - WEST YARD,FLANGE,,YES,YES,YES,YES,NO,,,,,,,,,YES,,YES,,YES,,100000,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,bdmctiernan@sunocoinc.com,bdmctiernan@sunocoinc.com,sunocoinc.com
